FixStart	FixEnd	FixDur	XPos	YPos	FlankedByDataLoss	Fraction Interpolated	WeightCutoff	RMSxy	BCEA	FixRangeX	FixRangeY	Participant	Trial
519378.463	519525.038	149.941	1102.043	504.968	0.000	0.000	1.042	0.362	0.365	0.897	1.287	Adult115	data
519541.718	520441.569	903.223	960.408	502.580	0.000	0.000	1.042	0.440	0.390	1.763	2.591	Adult115	data
520488.279	520678.274	193.274	534.041	442.915	0.000	0.000	1.042	0.245	0.108	0.527	0.668	Adult115	data
520704.952	521414.780	713.184	409.646	302.242	0.000	0.000	1.042	0.306	0.304	0.837	1.491	Adult115	data
521468.078	521957.984	493.279	968.475	479.374	0.000	0.000	1.042	0.371	0.397	1.259	1.364	Adult115	data
521981.379	522341.297	363.268	999.665	505.763	0.000	0.000	1.042	0.413	0.272	1.137	1.195	Adult115	data
522361.326	522551.252	193.278	953.889	511.836	0.000	0.000	1.042	0.467	0.397	1.116	1.376	Adult115	data
522607.916	523354.479	749.903	429.707	299.056	0.000	0.000	1.042	0.314	0.252	1.029	0.835	Adult115	data
523424.437	523614.469	193.395	1003.515	482.801	0.000	0.000	1.042	0.383	0.442	1.312	1.265	Adult115	data
523821.072	524470.985	653.271	954.574	508.648	0.000	0.000	1.042	0.346	0.629	1.141	1.908	Adult115	data
524520.947	525490.875	973.193	418.508	878.577	0.000	0.000	1.042	0.347	0.369	1.557	1.131	Adult115	data
525547.539	525840.808	296.536	978.558	521.552	0.000	0.000	1.042	0.335	0.233	0.837	1.008	Adult115	data
525860.757	526450.646	593.230	954.561	490.619	0.000	0.000	1.042	0.354	0.252	1.224	1.228	Adult115	data
526530.694	527270.533	743.196	1578.473	868.120	0.000	0.000	1.042	0.755	1.522	2.120	4.151	Adult115	data
527290.575	527437.171	149.941	1612.648	888.680	0.000	0.000	1.042	0.343	0.236	0.748	0.981	Adult115	data
527493.819	527787.103	296.618	930.291	529.790	0.000	0.000	1.042	0.311	0.186	0.810	0.838	Adult115	data
527807.127	528483.693	679.925	971.129	498.821	0.000	0.000	1.042	0.388	0.333	1.061	2.118	Adult115	data
528553.674	529236.854	686.537	1557.628	847.794	0.000	0.000	1.042	0.603	0.836	1.448	3.243	Adult115	data
529286.912	529486.903	203.262	1010.454	529.466	0.000	0.000	1.042	0.326	0.257	1.034	1.071	Adult115	data
529503.507	530433.378	933.185	965.471	532.267	0.000	0.000	1.042	0.350	0.304	1.227	1.595	Adult115	data
530486.756	531376.528	893.126	403.166	284.722	0.000	0.000	1.042	0.282	0.228	1.011	0.946	Adult115	data
531423.229	531593.199	173.336	927.743	475.661	0.000	0.000	1.042	0.438	0.382	1.101	1.348	Adult115	data
531616.498	532479.740	866.586	986.175	510.209	0.000	0.000	1.042	0.439	0.363	1.072	2.220	Adult115	data
532536.395	533379.593	846.545	413.399	846.530	0.000	0.000	1.042	0.542	0.565	1.230	1.827	Adult115	data
533446.225	533782.846	339.950	945.351	520.357	0.000	0.000	1.042	0.421	0.396	1.185	1.897	Adult115	data
533802.869	534476.091	676.579	983.426	498.250	0.000	0.005	1.042	0.363	0.300	1.464	1.450	Adult115	data
534532.754	535122.637	593.228	457.196	277.545	0.000	0.000	1.042	0.287	0.209	0.972	1.032	Adult115	data
535199.340	535465.957	269.983	935.289	472.083	0.000	0.000	1.042	0.317	0.219	0.861	0.690	Adult115	data
535486.004	536425.833	943.190	978.376	507.075	0.000	0.000	1.042	0.356	0.303	1.073	1.588	Adult115	data
536479.138	536572.412	96.619	1541.046	837.872	0.000	0.000	1.042	0.748	0.989	1.350	1.987	Adult115	data
536582.489	537169.026	589.903	1573.324	882.319	0.000	0.000	1.042	0.363	0.305	1.051	1.333	Adult115	data
537218.992	537435.650	220.016	1039.245	514.397	0.000	0.000	1.042	0.326	0.185	0.727	0.749	Adult115	data
537455.694	538498.898	1046.443	998.649	514.291	0.000	0.000	1.042	0.379	0.297	1.130	1.761	Adult115	data
538598.754	539198.741	603.347	1588.514	878.969	0.000	0.000	1.042	0.267	0.149	1.204	0.871	Adult115	data
539248.678	539801.963	556.648	1013.727	515.294	0.000	0.000	1.042	0.332	0.245	1.146	0.992	Adult115	data
539822.006	540478.535	659.891	954.827	509.783	0.000	0.000	1.042	0.433	0.360	1.191	1.378	Adult115	data
540531.833	541435.051	906.573	435.769	282.236	0.000	0.000	1.042	0.293	0.192	0.753	0.972	Adult115	data
541484.989	541868.296	386.661	958.417	493.306	0.000	0.000	1.042	0.446	0.623	1.717	1.771	Adult115	data
541884.977	542454.849	573.210	1004.400	506.411	0.000	0.000	1.042	0.412	0.326	1.147	1.715	Adult115	data
542501.525	542764.794	266.612	1494.069	347.796	0.000	0.000	1.042	0.334	0.297	1.223	0.984	Adult115	data
542788.191	543321.428	536.597	1549.761	288.732	0.000	0.000	1.042	0.310	0.202	0.684	1.039	Adult115	data
543374.732	543518.060	146.689	1068.448	467.736	0.000	0.000	1.042	0.512	0.584	1.693	1.389	Adult115	data
543538.104	544481.212	946.456	1001.647	500.240	0.000	0.000	1.042	0.453	0.582	1.715	1.883	Adult115	data
544561.251	545384.418	826.507	1573.751	858.993	0.000	0.000	1.042	0.677	1.018	1.562	3.549	Adult115	data
545437.814	545677.782	243.231	987.713	533.312	0.000	0.000	1.042	0.309	0.228	0.799	0.694	Adult115	data
545694.373	546467.583	776.544	980.837	487.250	0.000	0.000	1.042	0.409	0.482	1.446	2.074	Adult115	data
546524.223	547280.866	759.912	435.943	276.491	0.000	0.000	1.042	0.295	0.253	1.140	1.025	Adult115	data
547357.446	547570.773	216.687	1008.269	480.680	0.000	0.000	1.042	0.345	0.367	1.231	1.024	Adult115	data
547594.062	547930.690	339.961	978.283	490.391	0.000	0.000	1.042	0.413	0.328	1.380	1.302	Adult115	data
547954.073	548550.597	599.881	1027.300	510.871	0.000	0.000	1.042	0.391	0.392	1.504	0.914	Adult115	data
548610.596	549107.226	499.988	434.824	296.382	0.000	0.000	1.042	0.276	0.203	0.849	0.861	Adult115	data
549153.918	549357.159	206.599	866.362	451.691	0.000	0.000	1.042	0.419	0.347	0.960	0.952	Adult115	data
549380.561	549783.790	406.591	1010.736	484.277	0.000	0.000	1.042	0.434	0.436	1.608	1.337	Adult115	data
549803.729	550617.020	816.539	958.291	479.095	0.000	0.000	1.042	0.490	0.515	1.508	2.071	Adult115	data
550733.598	550986.878	256.642	498.854	850.302	0.000	0.000	1.042	0.271	0.299	0.879	1.290	Adult115	data
551006.927	551396.851	393.256	440.842	865.141	0.000	0.000	1.042	0.320	0.248	0.984	0.656	Adult115	data
551443.527	551680.142	239.969	909.392	495.763	0.000	0.000	1.042	0.430	0.369	1.078	1.573	Adult115	data
551700.181	552513.362	816.544	973.504	485.667	0.000	0.000	1.042	0.381	0.287	0.977	1.096	Adult115	data
552573.385	552856.690	286.554	1527.998	794.280	0.000	0.000	1.042	0.743	2.073	1.997	3.969	Adult115	data
552866.658	553356.558	493.262	1552.907	833.406	0.000	0.000	1.042	1.087	1.914	1.821	3.886	Adult115	data
553403.252	553583.198	183.306	1031.336	523.118	0.000	0.000	1.042	0.388	0.321	1.186	0.930	Adult115	data
553599.885	554556.397	959.874	969.923	520.718	0.000	0.000	1.042	0.399	0.278	0.892	2.030	Adult115	data
554643.075	554846.317	206.597	452.318	794.586	0.000	0.000	1.042	0.434	0.695	1.629	1.633	Adult115	data
554872.984	555172.949	303.326	432.453	833.348	0.000	0.000	1.042	0.521	0.386	0.858	1.409	Adult115	data
555382.905	555549.550	169.981	970.096	476.547	0.000	0.000	1.042	0.302	0.224	0.756	0.811	Adult115	data
555572.928	556312.775	743.203	979.540	509.016	0.000	0.000	1.042	0.416	0.460	1.257	1.966	Adult115	data
556336.088	556576.049	243.303	953.323	515.119	0.000	0.000	1.042	0.408	0.289	0.909	1.518	Adult115	data
556626.076	556929.338	306.609	1488.923	754.715	0.000	0.000	1.042	1.429	2.210	1.903	4.308	Adult115	data
556949.365	557132.676	186.668	1541.870	839.242	0.000	0.000	1.042	1.120	1.736	1.436	3.504	Adult115	data
557172.650	557405.898	236.615	1009.319	502.996	0.000	0.000	1.042	0.366	0.334	1.068	1.081	Adult115	data
557429.296	559059.029	1633.091	960.074	495.677	0.000	0.000	1.042	0.405	0.595	1.590	2.258	Adult115	data
559089.041	559289.017	203.245	760.477	565.271	0.000	0.000	1.042	0.437	0.525	1.176	1.211	Adult115	data
559308.959	559412.320	106.721	861.775	666.284	0.000	0.938	1.042	NaN	0.000	2.606	0.455	Adult115	data
559435.626	559738.956	306.599	920.330	514.451	0.000	0.000	1.042	0.384	0.446	1.099	1.523	Adult115	data
559758.908	560462.122	706.566	983.749	495.214	0.000	0.000	1.042	0.416	0.489	1.269	2.140	Adult115	data
560515.445	561302.059	789.873	405.448	243.092	0.000	0.000	1.042	0.295	0.210	0.860	1.172	Adult115	data
561355.362	561512.017	159.906	933.564	456.575	0.000	0.000	1.042	0.524	0.466	1.461	0.807	Adult115	data
561535.311	562465.172	933.220	1004.665	506.755	0.000	0.000	1.042	0.479	0.612	1.637	2.037	Adult115	data
562518.473	563271.751	756.544	403.826	250.324	0.000	0.000	1.042	0.286	0.360	1.323	1.179	Adult115	data
563281.716	563411.718	133.263	414.850	269.395	0.000	0.000	1.042	0.380	0.242	0.853	0.952	Adult115	data
563458.321	563638.363	183.307	916.110	451.883	0.000	0.000	1.042	0.343	0.269	0.931	0.856	Adult115	data
563658.288	563944.962	290.029	970.477	475.268	0.000	0.000	1.042	0.410	0.374	1.219	1.165	Adult115	data
563968.260	564501.488	536.577	1006.158	485.449	0.000	0.000	1.042	0.389	0.354	1.282	1.332	Adult115	data
564554.904	564884.792	333.245	465.456	862.283	0.000	0.000	1.042	0.343	0.300	0.947	1.735	Adult115	data
564904.836	565421.388	519.909	416.491	889.337	0.000	0.000	1.042	0.366	0.283	1.092	1.400	Adult115	data
565494.733	566511.270	1019.778	977.876	505.641	0.000	0.000	1.042	0.373	0.510	1.853	1.341	Adult115	data
566571.193	567301.158	733.228	435.416	295.824	0.000	0.000	1.042	0.310	0.402	1.286	1.161	Adult115	data
567347.744	567484.348	139.968	840.266	473.701	0.000	0.000	1.042	0.454	0.547	1.061	1.328	Adult115	data
567507.759	568454.304	949.812	969.151	513.016	0.000	0.000	1.042	0.420	0.514	1.266	1.789	Adult115	data
568490.923	568634.242	146.689	1505.070	799.196	0.000	0.000	1.042	1.135	13.264	7.474	6.888	Adult115	data
568874.221	568940.854	69.991	1703.320	883.026	1.000	0.000	1.042	0.257	0.550	1.576	0.930	Adult115	data
568957.535	569214.191	259.918	1617.747	886.433	0.000	0.000	1.042	0.292	0.227	1.492	0.645	Adult115	data
569230.760	569460.763	233.362	1581.612	896.751	0.000	0.000	1.042	0.598	0.708	1.284	2.226	Adult115	data
569507.450	569814.053	309.960	938.828	520.949	0.000	0.000	1.042	0.378	0.283	1.007	0.976	Adult115	data
569834.095	570297.351	466.499	980.935	501.740	0.000	0.000	1.042	0.510	0.476	1.115	2.612	Adult115	data
570317.293	570483.904	169.979	1027.547	507.084	0.000	0.020	1.042	0.551	0.534	1.007	1.447	Adult115	data
570527.247	570840.556	316.667	1531.687	828.883	0.000	0.000	1.042	1.194	2.083	1.966	3.620	Adult115	data
570853.881	571307.168	456.646	1564.797	880.690	0.000	0.000	1.042	0.620	1.445	1.575	3.766	Adult115	data
571353.845	571500.442	149.952	1039.751	518.902	0.000	0.000	1.042	0.359	0.271	0.819	0.744	Adult115	data
571517.126	572490.321	976.556	983.932	509.157	0.000	0.000	1.042	0.425	0.332	1.502	1.874	Adult115	data
572537.021	573310.227	776.471	437.037	270.657	0.000	0.000	1.042	0.365	0.287	1.196	1.227	Adult115	data
573383.459	573873.475	493.263	954.991	478.678	0.000	0.000	1.042	0.458	0.443	1.130	1.794	Adult115	data
573900.123	574486.658	589.901	999.364	477.084	0.000	0.000	1.042	0.405	0.313	1.566	1.678	Adult115	data
574546.678	575496.491	953.160	427.331	894.353	0.000	0.000	1.042	0.281	0.247	1.200	0.975	Adult115	data
575546.535	576492.995	949.809	965.442	536.412	0.000	0.000	1.042	0.364	0.463	1.768	1.309	Adult115	data
576552.985	577486.213	936.592	422.057	274.978	0.000	0.000	1.042	0.304	0.404	1.345	1.170	Adult115	data
577526.191	577852.825	330.000	928.766	493.540	0.000	0.000	1.042	0.502	0.556	1.557	1.334	Adult115	data
577876.124	578472.740	599.974	991.525	500.301	0.000	0.000	1.042	0.415	0.364	1.505	1.705	Adult115	data
578529.399	579452.553	926.493	1537.218	274.560	0.000	0.000	1.042	0.321	0.397	1.571	1.680	Adult115	data
579505.843	580469.084	966.588	973.254	476.834	0.000	0.000	1.042	0.416	0.352	1.302	1.550	Adult115	data
580532.457	581378.922	849.807	1622.767	892.933	0.000	0.000	1.042	0.340	0.337	1.361	2.731	Adult115	data
581428.941	582472.139	1046.475	978.779	492.769	0.000	0.000	1.042	0.348	0.286	1.228	1.192	Adult115	data
582548.732	583478.612	933.224	419.906	910.954	0.000	0.000	1.042	0.295	0.251	1.111	0.984	Adult115	data
583538.613	583778.576	243.330	912.362	543.567	0.000	0.000	1.042	0.429	0.417	0.940	1.646	Adult115	data
583798.621	584288.530	493.266	976.594	518.578	0.000	0.000	1.042	0.391	0.351	1.141	1.855	Adult115	data
584348.438	584648.429	303.348	478.437	335.318	0.000	0.000	1.042	0.288	0.163	0.712	0.826	Adult115	data
584668.473	585228.361	563.232	408.923	284.121	0.000	0.000	1.042	0.308	0.189	0.927	0.898	Adult115	data
